src_onto,tgt_onto,alignment_method,aligner,encoder,entity1,entity1_short,entity2,entity2_short,relation,measure
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ChildrensEvent,https://schema.org/ChildrensEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ChooseAction,https://schema.org/ChooseAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Church,https://schema.org/Church,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/City,https://schema.org/City,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CityHall,https://schema.org/CityHall,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CivicStructure,https://schema.org/CivicStructure,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Claim,https://schema.org/Claim,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ClaimReview,https://schema.org/ClaimReview,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Class,https://schema.org/Class,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Clip,https://schema.org/Clip,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ClothingStore,https://schema.org/ClothingStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Code,https://schema.org/Code,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Collection,https://schema.org/Collection,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CollectionPage,https://schema.org/CollectionPage,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CollegeOrUniversity,https://schema.org/CollegeOrUniversity,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComedyClub,https://schema.org/ComedyClub,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComedyEvent,https://schema.org/ComedyEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComicCoverArt,https://schema.org/ComicCoverArt,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComicIssue,https://schema.org/ComicIssue,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComicSeries,https://schema.org/ComicSeries,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComicStory,https://schema.org/ComicStory,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Comment,https://schema.org/Comment,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CommentAction,https://schema.org/CommentAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CommunicateAction,https://schema.org/CommunicateAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CompleteDataFeed,https://schema.org/CompleteDataFeed,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CompoundPriceSpecification,https://schema.org/CompoundPriceSpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComputerLanguage,https://schema.org/ComputerLanguage,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ComputerStore,https://schema.org/ComputerStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ConferenceEvent,https://schema.org/ConferenceEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ConfirmAction,https://schema.org/ConfirmAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Consortium,https://schema.org/Consortium,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ConstraintNode,https://schema.org/ConstraintNode,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ConsumeAction,https://schema.org/ConsumeAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ContactPage,https://schema.org/ContactPage,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ContactPoint,https://schema.org/ContactPoint,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ContactPointOption,https://schema.org/ContactPointOption,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Continent,https://schema.org/Continent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ControlAction,https://schema.org/ControlAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/ConvenienceStore,https://schema.org/ConvenienceStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Conversation,https://schema.org/Conversation,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CookAction,https://schema.org/CookAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Cooperative,https://schema.org/Cooperative,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Corporation,https://schema.org/Corporation,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CorrectionComment,https://schema.org/CorrectionComment,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Country,https://schema.org/Country,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Course,https://schema.org/Course,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CourseInstance,https://schema.org/CourseInstance,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Courthouse,https://schema.org/Courthouse,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CoverArt,https://schema.org/CoverArt,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CovidTestingFacility,https://schema.org/CovidTestingFacility,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CreateAction,https://schema.org/CreateAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CreativeWork,https://schema.org/CreativeWork,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CreativeWorkSeason,https://schema.org/CreativeWorkSeason,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CreativeWorkSeries,https://schema.org/CreativeWorkSeries,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Credential,https://schema.org/Credential,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CreditCard,https://schema.org/CreditCard,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Crematorium,https://schema.org/Crematorium,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CriticReview,https://schema.org/CriticReview,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CssSelectorType,https://schema.org/CssSelectorType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/CurrencyConversionService,https://schema.org/CurrencyConversionService,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DDxElement,https://schema.org/DDxElement,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DENonprofitType,https://schema.org/DENonprofitType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DanceEvent,https://schema.org/DanceEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DanceGroup,https://schema.org/DanceGroup,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DataCatalog,https://schema.org/DataCatalog,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DataDownload,https://schema.org/DataDownload,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DataFeed,https://schema.org/DataFeed,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DataFeedItem,https://schema.org/DataFeedItem,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DataType,https://schema.org/DataType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Dataset,https://schema.org/Dataset,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Date,https://schema.org/Date,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DateTime,https://schema.org/DateTime,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DatedMoneySpecification,https://schema.org/DatedMoneySpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DayOfWeek,https://schema.org/DayOfWeek,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DaySpa,https://schema.org/DaySpa,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DeactivateAction,https://schema.org/DeactivateAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DefenceEstablishment,https://schema.org/DefenceEstablishment,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DefinedRegion,https://schema.org/DefinedRegion,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DefinedTerm,https://schema.org/DefinedTerm,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DefinedTermSet,https://schema.org/DefinedTermSet,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DeleteAction,https://schema.org/DeleteAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DeliveryChargeSpecification,https://schema.org/DeliveryChargeSpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DeliveryEvent,https://schema.org/DeliveryEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DeliveryMethod,https://schema.org/DeliveryMethod,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DeliveryTimeSettings,https://schema.org/DeliveryTimeSettings,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Demand,https://schema.org/Demand,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Dentist,https://schema.org/Dentist,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DepartAction,https://schema.org/DepartAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DepartmentStore,https://schema.org/DepartmentStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DepositAccount,https://schema.org/DepositAccount,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DiagnosticLab,https://schema.org/DiagnosticLab,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DiagnosticProcedure,https://schema.org/DiagnosticProcedure,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Diet,https://schema.org/Diet,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DietarySupplement,https://schema.org/DietarySupplement,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DigitalDocument,https://schema.org/DigitalDocument,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DigitalDocumentPermission,https://schema.org/DigitalDocumentPermission,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DigitalDocumentPermissionType,https://schema.org/DigitalDocumentPermissionType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DigitalPlatformEnumeration,https://schema.org/DigitalPlatformEnumeration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DisagreeAction,https://schema.org/DisagreeAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DiscoverAction,https://schema.org/DiscoverAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DiscussionForumPosting,https://schema.org/DiscussionForumPosting,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DislikeAction,https://schema.org/DislikeAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Distance,https://schema.org/Distance,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Distillery,https://schema.org/Distillery,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DonateAction,https://schema.org/DonateAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DoseSchedule,https://schema.org/DoseSchedule,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DownloadAction,https://schema.org/DownloadAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrawAction,https://schema.org/DrawAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Drawing,https://schema.org/Drawing,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrinkAction,https://schema.org/DrinkAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DriveWheelConfigurationValue,https://schema.org/DriveWheelConfigurationValue,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Drug,https://schema.org/Drug,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugClass,https://schema.org/DrugClass,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugCost,https://schema.org/DrugCost,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugCostCategory,https://schema.org/DrugCostCategory,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugLegalStatus,https://schema.org/DrugLegalStatus,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugPregnancyCategory,https://schema.org/DrugPregnancyCategory,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugPrescriptionStatus,https://schema.org/DrugPrescriptionStatus,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DrugStrength,https://schema.org/DrugStrength,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/DryCleaningOrLaundry,https://schema.org/DryCleaningOrLaundry,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/Duration,https://schema.org/Duration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EUEnergyEfficiencyEnumeration,https://schema.org/EUEnergyEfficiencyEnumeration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EatAction,https://schema.org/EatAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EducationEvent,https://schema.org/EducationEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EducationalAudience,https://schema.org/EducationalAudience,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EducationalOccupationalCredential,https://schema.org/EducationalOccupationalCredential,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EducationalOccupationalProgram,https://schema.org/EducationalOccupationalProgram,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#NominalConcept,NominalConcept,https://schema.org/EducationalOrganization,https://schema.org/EducationalOrganization,=,1.0
